participant.id_in_session,participant._index_in_pages,participant.time_started_utc,player.q_gender,player.q_age,player.q_area,player.q_education,player.q_device,player.big5_1,player.big5_2,player.big5_3,player.big5_4,player.big5_5,player.big5_6,player.big5_7,player.big5_IMC,player.big5_8,player.big5_9,player.big5_10,player.inboron1,player.inboron2,player.inboron3,player.inboron4,player.inboron5,player.inboron6,player.inboron7,player.inboron8,player.inboron9,player.inboron10,player.inboron11,player.inboron12,player.inboronIMC,player.inboron13,player.inboron14,player.inboron15,player.inboron16,player.crt_bat,player.crt_widget,player.crt_lake,player.crt_DQS,player.crt_rank,category,DQS_1,DQS_2,DQS_3,Or_DQS,basic,gain_emphasis,loss_aversion,pre_commitment,using_llm
74,9,01:13:00,1,6,4,0,0,5,3,4,3,5,3,5,5,5,6,4,2,2,2,3,2,2,3,3,3,2,2,2,4,2,2,2,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
75,9,01:14:00,0,4,4,4,0,3,2,4,2,3,3,4,5,2,5,6,1,1,3,1,1,2,1,3,4,3,2,2,4,3,2,3,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
76,9,01:18:00,0,3,0,3,2,3,2,3,5,3,6,5,5,5,3,5,1,1,1,2,1,1,2,1,2,2,2,1,4,1,2,2,1,10,5,47,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
77,9,01:17:00,0,5,3,4,0,4,2,3,2,5,3,4,5,5,6,3,2,3,3,4,4,3,3,4,4,4,3,3,4,3,3,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
78,9,01:18:00,0,3,1,4,0,4,1,6,5,4,5,6,5,1,6,2,1,3,1,3,1,2,1,1,3,3,4,2,4,2,1,2,4,10,5,47,4,29,gain_emphasis,0,0,1,1,0,1,0,0,0
79,9,01:19:00,1,5,2,4,0,6,2,6,4,6,3,6,5,2,6,3,3,4,3,3,3,2,3,2,4,3,2,3,4,3,3,4,3,10,100,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
80,9,01:21:00,1,3,7,1,2,4,4,1,7,7,4,7,5,5,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,2,1,30,gain_emphasis,0,1,1,1,0,1,0,0,0
81,9,01:21:00,0,5,2,4,2,5,3,4,2,6,3,4,5,2,4,3,2,2,1,1,1,2,2,2,2,2,2,2,4,2,2,3,2,10,5,47,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
82,9,01:22:00,0,4,4,4,0,5,2,5,3,3,3,6,5,2,6,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,11,4,30,gain_emphasis,0,0,1,1,0,1,0,0,0
83,9,01:22:00,0,4,0,2,2,4,4,5,6,4,7,5,5,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,10,20,72,27,31,gain_emphasis,0,1,0,1,0,1,0,0,0
84,9,01:26:00,0,4,1,1,0,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,24,27,29,gain_emphasis,1,0,0,1,0,1,0,0,0
85,9,01:28:00,0,4,2,5,0,2,4,7,1,4,5,3,5,1,6,5,1,2,1,2,1,1,2,1,3,3,2,2,4,1,1,2,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
86,9,01:28:00,0,3,2,2,2,2,5,4,6,4,4,4,5,3,5,4,4,3,4,2,4,3,4,3,5,3,2,2,4,3,2,5,3,10,500,168,3,60,gain_emphasis,0,0,1,1,0,1,0,0,0
87,9,01:29:00,1,4,1,3,2,3,2,5,7,3,2,5,5,3,2,4,1,2,4,1,1,1,2,4,4,2,1,2,4,4,1,4,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
88,9,01:30:00,1,5,2,4,1,3,3,5,5,5,3,4,5,3,5,3,4,2,2,2,4,2,2,2,4,4,4,2,4,2,2,4,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
89,9,01:30:00,0,2,3,5,2,1,2,2,4,5,6,5,5,6,5,6,1,1,1,1,3,1,1,1,3,4,3,1,4,1,3,4,2,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
90,9,01:33:00,0,5,3,4,0,3,5,2,5,3,6,6,5,5,5,4,2,1,1,1,1,2,1,1,2,1,1,1,4,1,1,2,1,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
91,9,01:35:00,0,4,4,2,0,2,2,2,6,2,6,2,5,3,5,7,1,5,1,1,1,1,1,5,5,5,1,1,4,1,1,5,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
92,9,01:37:00,0,6,0,4,2,3,1,2,2,1,6,7,5,3,4,6,3,2,1,4,2,1,1,1,2,1,1,1,4,1,2,2,3,10,5,24,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
94,9,01:44:00,0,4,3,1,0,3,3,6,2,3,3,5,5,2,6,2,2,3,3,4,3,3,3,4,4,4,3,4,4,4,3,4,4,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
95,9,01:45:00,0,3,2,2,2,4,5,5,5,3,4,3,5,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,4,3,10,5,24,4,30,gain_emphasis,0,0,1,1,0,1,0,0,0
96,9,01:50:00,0,3,3,2,0,2,2,2,7,3,6,5,5,6,3,4,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
97,9,01:51:00,0,5,2,4,0,2,1,6,1,5,7,6,5,1,6,1,1,1,2,2,1,1,1,1,1,2,1,1,4,2,2,2,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
98,9,01:52:00,0,4,3,5,2,5,2,5,3,6,4,5,5,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
99,9,01:54:00,0,4,3,1,1,1,6,1,7,1,6,5,5,6,1,7,2,2,2,2,3,2,2,3,3,3,3,2,4,2,2,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
100,9,01:56:00,0,4,1,2,0,5,3,4,6,6,5,6,5,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,2,3,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
101,9,01:59:00,1,2,5,3,0,2,4,4,6,4,4,3,5,6,4,7,4,3,4,3,3,3,3,1,4,3,3,3,4,3,2,3,3,10,10,24,3,30,gain_emphasis,0,0,1,1,0,1,0,0,0
102,9,01:59:00,0,1,3,4,2,3,5,3,5,5,5,4,5,6,4,6,3,3,1,3,3,3,2,1,3,3,3,3,4,2,3,4,3,10,100,24,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
103,9,02:00:00,0,4,2,4,0,3,1,3,5,3,6,6,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
104,9,02:02:00,1,5,4,3,0,6,2,2,3,5,3,6,5,5,5,3,1,3,1,3,3,2,2,3,2,3,4,3,4,3,3,4,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
105,9,02:08:00,0,3,6,1,0,4,4,5,3,5,5,3,5,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,24,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
106,9,02:09:00,1,3,8,4,0,4,3,4,5,4,4,4,5,4,5,4,2,4,2,3,3,3,3,3,4,3,3,3,3,3,3,4,4,5,5,47,27,31,gain_emphasis,0,1,0,1,0,1,0,0,0
107,9,02:12:00,1,2,2,1,0,4,4,4,4,4,4,4,3,4,3,3,3,2,4,3,3,3,3,3,3,3,2,3,3,2,3,4,3,10,5,47,27,31,gain_emphasis,1,1,0,1,0,1,0,0,0
108,9,02:16:00,0,6,4,4,2,4,3,7,2,7,2,4,5,2,6,2,3,3,1,3,3,3,3,1,3,3,3,3,4,1,2,3,5,10,100,96,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
109,9,02:18:00,1,6,3,2,2,6,1,5,1,5,3,6,5,1,6,3,2,3,2,3,1,2,3,2,3,3,2,3,4,2,1,2,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
110,9,02:20:00,1,3,1,4,0,2,3,5,6,3,5,5,5,2,4,6,1,1,3,1,1,1,1,3,3,2,1,1,4,3,1,3,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
111,9,02:31:00,0,3,6,1,0,2,6,2,5,2,2,1,5,5,2,5,3,4,2,4,4,3,4,3,4,4,3,4,4,4,5,4,4,10,100,24,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
114,9,02:42:00,1,2,2,4,0,3,6,7,5,5,5,3,5,2,6,5,3,4,1,3,4,3,2,1,5,4,2,4,4,1,2,5,4,10,100,24,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
115,9,02:45:00,0,3,4,0,0,1,1,1,7,5,7,6,5,7,2,3,2,2,1,2,1,1,3,1,4,1,1,3,4,1,1,2,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
116,9,02:45:00,0,1,4,0,0,1,3,1,7,1,1,1,5,7,2,5,1,3,3,3,2,3,2,1,1,2,2,3,1,1,2,1,1,10,12,121,13,22,gain_emphasis,0,1,1,1,0,1,0,0,0
117,9,02:51:00,0,5,3,4,2,4,2,3,3,2,5,5,5,2,6,2,3,2,2,2,2,3,2,2,4,4,3,3,4,2,4,4,2,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
118,9,03:00:00,1,6,2,4,0,6,2,4,3,5,3,5,5,2,5,4,2,2,2,2,2,1,1,1,1,1,1,2,4,1,1,2,1,9,5,46,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
119,9,03:01:00,0,5,2,4,0,1,4,4,4,4,5,4,5,4,4,5,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,5,1,10,5,49,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
120,9,03:02:00,0,5,2,4,2,5,2,4,2,3,2,5,5,4,5,3,4,3,2,4,4,2,4,4,4,2,2,4,4,4,4,4,4,50,20,12,27,15,gain_emphasis,0,0,0,0,0,1,0,0,0
121,9,03:07:00,0,5,2,3,0,3,3,4,4,4,5,5,5,2,5,3,3,3,2,2,2,2,3,2,2,3,2,2,4,3,3,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
123,9,03:12:00,0,3,2,4,0,6,2,2,6,2,2,3,5,6,6,7,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
124,9,03:18:00,1,4,3,4,2,5,4,6,4,4,3,6,5,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,205,5,8,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
125,9,03:18:00,0,4,5,2,0,5,2,4,5,5,4,4,5,3,4,4,2,3,2,2,2,2,2,2,3,3,1,3,4,3,3,4,3,10,100,24,9,30,gain_emphasis,0,0,1,1,0,1,0,0,0
127,9,03:21:00,0,4,2,2,2,2,3,2,7,2,6,2,5,6,4,7,3,5,1,4,4,3,4,1,4,5,5,5,4,1,4,5,4,200,100,24,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
128,9,03:21:00,0,4,7,1,2,4,6,6,6,5,6,4,5,4,5,5,3,4,3,3,4,4,3,4,4,3,3,5,4,3,5,3,2,1,5,4,27,5,gain_emphasis,0,0,0,0,0,1,0,0,0
129,9,03:24:00,1,3,6,3,2,2,3,3,6,4,6,5,5,6,6,4,3,3,3,3,4,4,4,4,5,3,4,4,4,4,3,5,3,10,100,12,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
130,9,03:32:00,1,4,5,1,2,2,1,3,6,2,5,6,5,5,1,7,3,2,3,4,2,2,2,3,4,4,2,4,4,1,3,4,4,10,100,96,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
132,9,03:35:00,1,4,3,1,2,1,1,3,4,3,2,5,5,2,2,4,2,4,2,1,1,1,1,2,3,4,2,3,4,3,2,3,4,10,100,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
133,9,03:36:00,1,4,4,1,1,3,2,3,5,2,4,3,5,5,6,6,2,3,2,3,3,2,3,2,4,4,2,3,4,4,2,3,4,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
134,9,03:37:00,0,3,3,1,0,2,1,7,3,7,7,4,5,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
135,9,03:47:00,0,3,2,1,0,3,2,4,2,5,4,4,5,3,5,3,2,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,10,5,30,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
136,9,03:50:00,1,4,2,4,0,4,2,6,5,5,4,6,5,5,5,4,3,4,3,3,4,3,3,3,4,3,3,3,4,3,2,3,3,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
138,9,03:58:00,0,6,7,1,2,4,1,7,5,1,6,7,5,3,5,5,3,2,1,2,2,1,3,1,2,4,2,2,4,2,2,1,3,10,100,24,279,30,gain_emphasis,0,0,1,1,0,1,0,0,0
139,9,03:59:00,0,2,2,4,0,5,1,6,5,6,6,6,5,2,6,1,1,2,2,3,2,1,2,2,3,2,1,2,4,3,2,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
140,9,04:01:00,0,4,3,4,0,2,2,4,6,3,6,4,5,3,4,5,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,205,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
142,9,04:14:00,0,2,2,1,1,2,5,2,6,4,5,2,5,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,47,4,29,gain_emphasis,0,0,1,1,0,1,0,0,0
143,9,04:15:00,1,5,2,1,2,4,2,4,4,2,4,6,5,4,5,5,3,4,2,3,3,3,3,2,4,4,3,3,4,2,2,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
144,9,04:19:00,0,5,2,4,0,3,1,6,2,5,4,6,5,1,6,3,2,2,2,1,1,1,1,4,2,4,3,2,4,3,1,2,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
145,9,04:20:00,0,4,2,4,0,1,1,1,7,1,5,6,5,6,6,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,10,5,47,27,29,gain_emphasis,0,1,0,1,0,1,0,0,0
146,9,04:22:00,1,4,4,1,2,2,3,4,7,2,4,4,5,4,2,6,3,3,2,4,4,3,3,2,4,4,3,3,4,2,4,2,4,200,100,24,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
147,9,04:24:00,0,4,2,4,0,6,2,5,4,4,3,6,5,2,6,3,3,2,4,3,3,2,2,4,3,2,2,2,2,4,2,2,4,10,5,24,27,29,gain_emphasis,0,1,0,1,0,1,0,0,0
148,9,04:32:00,0,2,4,4,1,6,5,5,3,5,3,5,5,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
149,9,04:36:00,0,4,7,5,0,4,6,6,2,4,4,3,5,2,6,4,1,4,4,2,2,2,4,5,2,4,2,4,4,3,2,4,2,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
150,9,04:38:00,1,5,4,3,1,3,2,3,7,3,3,3,5,2,3,3,2,2,2,2,2,1,2,1,3,4,2,1,4,1,2,2,2,10,5,47,4,29,gain_emphasis,0,0,1,1,0,1,0,0,0
151,9,04:39:00,0,4,3,4,2,5,3,5,3,6,2,5,5,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
152,9,04:41:00,0,2,3,4,2,4,3,4,3,5,3,5,5,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,47,27,29,gain_emphasis,0,1,0,1,0,1,0,0,0
153,9,04:46:00,1,4,2,3,1,1,1,6,6,1,1,7,5,1,7,7,1,1,3,1,1,1,1,3,4,4,1,1,4,1,1,4,2,10,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
154,9,04:48:00,0,3,2,2,1,4,3,4,4,4,5,4,5,4,5,4,3,3,4,4,3,3,3,3,3,3,2,3,4,4,2,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
155,9,04:50:00,0,4,2,1,0,4,2,3,5,7,4,4,5,3,6,2,3,3,4,3,4,3,3,4,3,3,4,3,4,5,3,4,4,5,5,47,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
156,9,04:56:00,0,4,2,1,2,4,4,5,5,4,3,4,5,3,3,4,3,3,3,3,3,2,3,3,4,3,4,3,4,3,3,4,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
157,9,05:00:00,1,4,7,4,2,3,3,3,5,3,3,5,5,5,3,5,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,5,5,47,9,29,gain_emphasis,0,0,1,1,0,1,0,0,0
158,9,05:04:00,1,5,3,1,0,4,4,4,4,3,4,4,5,4,5,3,3,3,4,3,3,3,2,3,3,3,3,3,4,3,4,3,4,10,5,5,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
159,9,05:06:00,1,3,4,4,2,6,2,6,3,7,2,5,5,2,5,2,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,2,1,10,5,24,271,29,gain_emphasis,0,0,1,1,0,1,0,0,0
160,9,05:14:00,1,2,2,4,2,2,3,3,6,3,4,3,5,5,3,6,1,2,1,2,2,1,2,1,3,4,2,2,4,1,1,2,2,5,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
161,9,05:19:00,1,3,5,4,0,2,4,4,5,4,4,4,5,4,4,3,3,2,1,3,3,3,1,1,3,3,3,1,4,1,3,5,3,5,5,6,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
162,9,05:19:00,1,4,4,1,2,3,1,5,3,3,3,5,5,1,5,4,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
163,9,05:23:00,0,2,4,4,0,2,3,4,4,2,6,4,5,3,5,6,2,2,1,1,1,1,1,1,2,3,3,2,4,1,1,3,1,5,100,30,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
164,9,05:25:00,1,4,3,4,1,3,3,4,7,2,7,6,5,4,2,6,2,3,2,3,3,2,3,2,4,3,3,3,4,3,2,4,3,10,5,12,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
165,9,05:29:00,0,3,5,4,0,3,2,3,6,5,6,5,5,4,5,4,2,2,2,2,2,2,2,1,3,2,3,3,4,3,3,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
166,9,05:35:00,1,2,3,3,0,2,2,2,5,3,6,6,5,6,3,5,1,2,1,1,1,1,2,1,1,2,2,2,4,1,1,4,1,5,1,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
167,9,05:40:00,1,2,6,1,0,5,5,3,4,5,3,5,5,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
168,9,05:40:00,0,4,7,3,0,7,3,6,6,4,2,7,5,1,6,4,3,3,4,3,2,3,1,5,5,3,5,3,3,1,5,5,3,205,5,47,27,29,gain_emphasis,0,1,0,1,0,1,0,0,0
171,9,05:50:00,0,5,6,4,0,3,4,3,4,5,4,4,5,3,3,3,3,4,4,4,3,2,4,4,4,3,3,4,4,3,3,4,4,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
172,9,05:56:00,0,5,0,2,2,1,2,5,3,2,6,6,5,2,5,7,1,1,1,2,1,2,1,1,5,4,2,1,4,2,3,2,2,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
173,9,06:03:00,0,2,2,4,0,6,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,4,5,2,10,20,20,20,15,gain_emphasis,0,0,1,1,0,1,0,0,0
174,9,06:04:00,1,3,4,1,2,2,3,3,6,2,3,2,5,3,4,6,1,2,1,3,3,1,3,1,4,4,4,3,4,2,2,4,3,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
175,9,06:05:00,0,3,3,4,2,6,3,3,4,3,4,4,5,6,4,6,3,4,3,3,3,3,3,2,3,3,3,3,2,3,4,4,3,10,5,47,27,29,gain_emphasis,0,1,0,1,0,1,0,0,0
176,9,06:12:00,0,2,2,4,0,1,2,3,6,5,5,3,5,4,3,3,1,2,2,2,2,1,1,3,2,2,2,1,4,2,2,3,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
177,9,06:13:00,1,4,6,4,2,5,1,4,5,5,3,5,5,3,5,3,1,4,2,3,2,1,3,3,3,4,2,3,4,2,3,4,2,5,1,4,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
178,9,06:20:00,0,3,7,5,0,1,2,4,6,6,7,7,5,4,4,2,2,3,2,4,3,2,3,2,4,4,4,3,4,3,4,3,4,5,5,47,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
179,9,06:22:00,1,5,4,3,1,6,2,6,2,5,5,6,5,1,6,5,1,1,1,2,1,1,1,4,4,4,1,1,4,1,1,1,2,5,5,47,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
180,9,06:43:00,1,3,7,1,2,3,5,3,6,5,4,5,5,5,3,3,4,4,3,4,3,3,4,4,4,2,2,4,4,4,2,4,4,10,100,47,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
181,9,06:51:00,1,2,7,5,0,4,4,3,4,5,4,4,5,5,6,4,3,4,3,3,1,2,3,3,4,4,3,3,4,3,1,3,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
182,9,07:01:00,0,4,7,4,2,3,4,4,6,6,5,3,5,7,4,1,2,3,4,2,4,3,3,4,5,4,4,3,4,4,2,4,2,10,59,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
183,9,07:05:00,0,3,2,1,0,4,4,3,4,5,5,5,5,5,4,3,2,2,2,3,3,3,3,3,3,3,3,4,4,1,3,4,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
185,9,07:14:00,0,4,2,4,0,4,3,3,7,7,6,6,5,6,5,6,2,3,3,2,2,2,2,3,3,3,2,3,4,3,3,2,2,5,5,47,27,16,gain_emphasis,0,0,0,0,0,1,0,0,0
186,9,07:16:00,0,4,4,4,2,2,6,3,5,4,5,6,5,3,3,6,2,5,2,3,2,1,2,2,3,2,2,2,4,1,2,3,3,10,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
187,9,08:02:00,1,4,4,3,0,1,2,5,5,4,6,6,5,3,4,4,2,2,2,3,2,2,2,3,3,3,2,2,4,3,1,3,4,5,5,47,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
190,9,14:08:00,0,1,2,4,0,4,4,4,4,4,4,4,5,4,4,6,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
191,9,15:25:00,1,1,2,4,0,4,2,2,3,3,4,2,5,5,5,5,3,4,2,3,2,2,2,3,4,3,3,3,4,3,2,2,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
192,9,15:58:00,1,2,5,4,2,3,5,5,7,2,4,4,5,2,4,7,2,3,3,3,3,2,2,2,3,3,2,2,4,5,3,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
193,9,56:55:00,1,2,2,4,2,3,2,2,6,5,5,3,5,4,4,7,2,3,4,4,5,3,3,5,4,2,2,3,4,3,4,3,2,10,100,96,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
1,9,00:44:00,1,3,4,4,2,1,3,5,5,1,4,4,5,5,3,7,2,3,3,3,3,4,3,3,4,4,3,4,4,3,2,3,4,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
2,9,00:45:00,0,3,3,4,0,2,2,4,5,2,5,5,5,3,6,5,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
3,9,00:46:00,0,4,2,4,0,4,1,5,1,3,4,4,5,3,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,5,47,27,29,loss_aversion,0,1,0,1,0,0,1,0,0
4,9,00:46:00,0,4,3,4,1,4,2,5,7,2,7,6,5,2,5,6,2,4,1,4,4,2,4,1,3,4,4,5,4,1,2,5,4,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
5,9,00:46:00,0,2,2,5,0,3,4,3,6,5,6,6,5,5,3,5,3,5,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
6,9,00:46:00,0,3,7,4,0,3,4,3,5,4,4,3,5,5,3,5,2,3,2,3,3,2,2,2,3,3,3,3,4,2,2,4,3,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
7,9,00:47:00,1,1,7,4,2,6,2,6,3,5,3,6,5,2,6,2,2,3,1,2,2,1,3,2,1,4,1,3,4,2,1,3,1,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
8,9,00:47:00,0,3,7,1,0,1,5,1,6,2,5,2,5,5,2,5,1,2,1,1,1,1,1,1,1,3,2,2,4,1,1,2,2,5,5,47,4,29,loss_aversion,0,0,1,1,0,0,1,0,0
9,9,00:47:00,0,5,3,1,0,3,2,5,6,3,6,5,5,3,6,5,1,3,1,3,1,1,1,1,2,3,1,2,4,2,2,2,3,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
10,9,00:47:00,0,4,2,4,0,5,2,6,2,5,5,5,5,2,6,3,1,1,1,4,2,1,1,1,4,4,1,2,4,4,2,4,4,5,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
11,9,00:47:00,0,4,2,4,2,6,2,6,2,6,4,6,5,2,6,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,547,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
12,9,00:48:00,0,5,4,1,0,4,4,3,4,4,4,4,5,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,47,27,29,loss_aversion,0,0,0,0,0,0,1,0,0
13,9,00:48:00,0,2,8,4,0,7,1,7,1,7,1,7,5,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,205,5,47,4,29,loss_aversion,0,1,1,1,0,0,1,0,0
14,9,00:48:00,1,2,6,2,0,4,4,4,4,4,4,4,5,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,47,27,30,loss_aversion,0,1,0,1,0,0,1,0,0
